"","UniqueID","title","author..from.Imported.table.2.","journal..from.Imported.table.2.","year..from.Imported.table.2.","sample","positives","prevalence","bat_species","virus_genus","virus_subgenus","virus_species","virus_strain","detection_type","study_type","detection_method","method_specific","single.multiple.PCR.method","gene_targets","Terminal.sampling.","tissue","country","country_hemisphere","state","site","longitude","latitude","sample_year","start_year","start_month","end_year","end_month","sample_season","sample_season_simplified","X..Sampling.Trips","Sex.Info.","Habitat.Disturbance.Info.","Coinfection.Info.","Flag","Entered.by","Last.modified","tissue_simplified","summer","fall","winter","spring","latidudedecimal","longitudedecimal","euthanasia","method_specific_simplified","spec","species_for_reader","species","studies"
"286",270,"bat coronavirus phylogeography in the western indian ocean","Joffrin et al.","Sci Rep",2020,2,0,0,"Neoromicia nana","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"rectal/oral swab","Mozambique","S","","","NA","NA","2015","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","pooled swabs/samples","1","1","1","1",NA,NA,"Yes, BUT for previous study or rabies surveillance","PCR",1,"Neoromicia nana","Neoromicia nana","bat coronavirus phylogeography in the western indian ocean"
"287",271,"bat coronavirus phylogeography in the western indian ocean","Joffrin et al.","Sci Rep",2020,2,0,0,"Scotophilus viridis","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"rectal/oral swab","Mozambique","S","","","NA","NA","2015","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","pooled swabs/samples","1","1","1","1",NA,NA,"Yes, BUT for previous study or rabies surveillance","PCR",1,"Scotophilus viridis","Scotophilus viridis","bat coronavirus phylogeography in the western indian ocean"
"288",272,"bat coronavirus phylogeography in the western indian ocean","Joffrin et al.","Sci Rep",2020,50,2,0.04,"Mormopterus francoismoutoui","alphacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"rectal/oral swab","France","N","Réunion","","NA","NA","2015","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:08pm","pooled swabs/samples","1","1","1","1",NA,NA,"Yes, BUT for previous study or rabies surveillance","PCR",1,"Mormopterus francoismoutoui","Mormopterus francoismoutoui","bat coronavirus phylogeography in the western indian ocean"
"289",273,"bat coronavirus phylogeography in the western indian ocean","Joffrin et al.","Sci Rep",2020,50,0,0,"Pteropus seychellensis seychellensis","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"lung","Seychelles","S","","","NA","NA","2014","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:08pm","lung or respiratory","1","1","1","1",NA,NA,"Yes, BUT for previous study or rabies surveillance","PCR",1,"Pteropus seychellensis","Pteropus seychellensis","bat coronavirus phylogeography in the western indian ocean"
"290",274,"bat coronaviruses and experimental infection of bats, the philippines","Watanabe et al.","Emerg Infect Dis",2010,4,0,0,"Cynopterus brachyotis","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"intestines","Philippines","N","Los Baños","","NA","NA","2008","","",NA,"","July","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","intestine","1","0","0","0",NA,NA,"Yes, for this study","PCR",1,"Cynopterus brachyotis","Cynopterus brachyotis","bat coronaviruses and experimental infection of bats, the philippines"
"291",275,"bat coronaviruses and experimental infection of bats, the philippines","Watanabe et al.","Emerg Infect Dis",2010,3,0,0,"Eonycteris spelaea","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"intestines","Philippines","N","Los Baños","","NA","NA","2008","","",NA,"","July","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","intestine","1","0","0","0",NA,NA,"Yes, for this study","PCR",1,"Eonycteris spelaea","Eonycteris spelaea","bat coronaviruses and experimental infection of bats, the philippines"
"292",276,"bat coronaviruses and experimental infection of bats, the philippines","Watanabe et al.","Emerg Infect Dis",2010,14,0,0,"Ptenochirus jagori","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"intestines","Philippines","N","Los Baños","","NA","NA","2008","","",NA,"","July","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","intestine","1","0","0","0",NA,NA,"Yes, for this study","PCR",1,"Ptenochirus jagori","Ptenochirus jagori","bat coronaviruses and experimental infection of bats, the philippines"
"293",277,"bat coronaviruses and experimental infection of bats, the philippines","Watanabe et al.","Emerg Infect Dis",2010,1,0,0,"Cynopterus brachyotis","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"intestines","Philippines","N","Diliman","Site A","NA","NA","2008","","",NA,"","July","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","intestine","1","0","0","0",NA,NA,"Yes, for this study","PCR",1,"Cynopterus brachyotis","Cynopterus brachyotis","bat coronaviruses and experimental infection of bats, the philippines"
"294",278,"bat coronaviruses and experimental infection of bats, the philippines","Watanabe et al.","Emerg Infect Dis",2010,1,0,0,"Eonycteris spelaea","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"intestines","Philippines","N","Diliman","Site A","NA","NA","2008","","",NA,"","July","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","intestine","1","0","0","0",NA,NA,"Yes, for this study","PCR",1,"Eonycteris spelaea","Eonycteris spelaea","bat coronaviruses and experimental infection of bats, the philippines"
"295",279,"bat coronaviruses and experimental infection of bats, the philippines","Watanabe et al.","Emerg Infect Dis",2010,1,0,0,"Ptenochirus jagori","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"intestines","Philippines","N","Diliman","Site A","NA","NA","2008","","",NA,"","July","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","intestine","1","0","0","0",NA,NA,"Yes, for this study","PCR",1,"Ptenochirus jagori","Ptenochirus jagori","bat coronaviruses and experimental infection of bats, the philippines"
"296",280,"bat coronaviruses and experimental infection of bats, the philippines","Watanabe et al.","Emerg Infect Dis",2010,1,0,0,"Eonycteris spelaea","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"intestines","Philippines","N","Diliman","Site B","NA","NA","2008","","",NA,"","July","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","intestine","1","0","0","0",NA,NA,"Yes, for this study","PCR",1,"Eonycteris spelaea","Eonycteris spelaea","bat coronaviruses and experimental infection of bats, the philippines"
"297",281,"bat coronaviruses and experimental infection of bats, the philippines","Watanabe et al.","Emerg Infect Dis",2010,3,0,0,"Pipistrellus javanicas","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"intestines","Philippines","N","Diliman","Site B","NA","NA","2008","","",NA,"","July","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","intestine","1","0","0","0",NA,NA,"Yes, for this study","PCR",1,"Pipistrellus javanicus","Pipistrellus javanicus","bat coronaviruses and experimental infection of bats, the philippines"
"298",282,"bat coronaviruses and experimental infection of bats, the philippines","Watanabe et al.","Emerg Infect Dis",2010,4,4,1,"Scotphilus kuhlii","alphacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"intestines","Philippines","N","Diliman","Site B","NA","NA","2008","","",NA,"","July","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","intestine","1","0","0","0",NA,NA,"Yes, for this study","PCR",1,"Scotophilus kuhlii","Scotophilus kuhlii","bat coronaviruses and experimental infection of bats, the philippines"
"299",283,"bat coronaviruses and experimental infection of bats, the philippines","Watanabe et al.","Emerg Infect Dis",2010,18,0,0,"Cynopterus brachyotis","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"intestines","Philippines","N","Diliman","Site C","NA","NA","2008","","",NA,"","July","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","intestine","1","0","0","0",NA,NA,"Yes, for this study","PCR",1,"Cynopterus brachyotis","Cynopterus brachyotis","bat coronaviruses and experimental infection of bats, the philippines"
"300",284,"bat coronaviruses and experimental infection of bats, the philippines","Watanabe et al.","Emerg Infect Dis",2010,1,0,0,"Ptenochirus jagori","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"intestines","Philippines","N","Diliman","Site C","NA","NA","2008","","",NA,"","July","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","intestine","1","0","0","0",NA,NA,"Yes, for this study","PCR",1,"Ptenochirus jagori","Ptenochirus jagori","bat coronaviruses and experimental infection of bats, the philippines"
"301",285,"bat coronaviruses and experimental infection of bats, the philippines","Watanabe et al.","Emerg Infect Dis",2010,1,0,0,"Rousettus amplexicaudatus","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"intestines","Philippines","N","Diliman","Site C","NA","NA","2008","","",NA,"","July","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","intestine","1","0","0","0",NA,NA,"Yes, for this study","PCR",1,"Rousettus amplexicaudatus","Rousettus amplexicaudatus","bat coronaviruses and experimental infection of bats, the philippines"
"302",286,"bat coronaviruses and experimental infection of bats, the philippines","Watanabe et al.","Emerg Infect Dis",2010,4,2,0.5,"Cynopterus brachyotis","betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"intestines","Philippines","N","Los Baños","","NA","NA","2008","","",NA,"","July","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","intestine","1","0","0","0",NA,NA,"Yes, for this study","PCR",1,"Cynopterus brachyotis","Cynopterus brachyotis","bat coronaviruses and experimental infection of bats, the philippines"
"303",287,"bat coronaviruses and experimental infection of bats, the philippines","Watanabe et al.","Emerg Infect Dis",2010,3,2,0.666667,"Eonycteris spelaea","betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"intestines","Philippines","N","Los Baños","","NA","NA","2008","","",NA,"","July","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","intestine","1","0","0","0",NA,NA,"Yes, for this study","PCR",1,"Eonycteris spelaea","Eonycteris spelaea","bat coronaviruses and experimental infection of bats, the philippines"
"304",288,"bat coronaviruses and experimental infection of bats, the philippines","Watanabe et al.","Emerg Infect Dis",2010,14,11,0.785714,"Ptenochirus jagori","betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"intestines","Philippines","N","Los Baños","","NA","NA","2008","","",NA,"","July","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","intestine","1","0","0","0",NA,NA,"Yes, for this study","PCR",1,"Ptenochirus jagori","Ptenochirus jagori","bat coronaviruses and experimental infection of bats, the philippines"
"305",289,"bat coronaviruses and experimental infection of bats, the philippines","Watanabe et al.","Emerg Infect Dis",2010,1,1,1,"Cynopterus brachyotis","betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"intestines","Philippines","N","Diliman","Site A","NA","NA","2008","","",NA,"","July","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","intestine","1","0","0","0",NA,NA,"Yes, for this study","PCR",1,"Cynopterus brachyotis","Cynopterus brachyotis","bat coronaviruses and experimental infection of bats, the philippines"
"306",290,"bat coronaviruses and experimental infection of bats, the philippines","Watanabe et al.","Emerg Infect Dis",2010,1,1,1,"Eonycteris spelaea","betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"intestines","Philippines","N","Diliman","Site A","NA","NA","2008","","",NA,"","July","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","intestine","1","0","0","0",NA,NA,"Yes, for this study","PCR",1,"Eonycteris spelaea","Eonycteris spelaea","bat coronaviruses and experimental infection of bats, the philippines"
"307",291,"bat coronaviruses and experimental infection of bats, the philippines","Watanabe et al.","Emerg Infect Dis",2010,1,0,0,"Ptenochirus jagori","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"intestines","Philippines","N","Diliman","Site A","NA","NA","2008","","",NA,"","July","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","intestine","1","0","0","0",NA,NA,"Yes, for this study","PCR",1,"Ptenochirus jagori","Ptenochirus jagori","bat coronaviruses and experimental infection of bats, the philippines"
"308",292,"bat coronaviruses and experimental infection of bats, the philippines","Watanabe et al.","Emerg Infect Dis",2010,1,1,1,"Eonycteris spelaea","betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"intestines","Philippines","N","Diliman","Site B","NA","NA","2008","","",NA,"","July","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","intestine","1","0","0","0",NA,NA,"Yes, for this study","PCR",1,"Eonycteris spelaea","Eonycteris spelaea","bat coronaviruses and experimental infection of bats, the philippines"
"309",293,"bat coronaviruses and experimental infection of bats, the philippines","Watanabe et al.","Emerg Infect Dis",2010,3,0,0,"Pipistrellus javanicas","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"intestines","Philippines","N","Diliman","Site B","NA","NA","2008","","",NA,"","July","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","intestine","1","0","0","0",NA,NA,"Yes, for this study","PCR",1,"Pipistrellus javanicus","Pipistrellus javanicus","bat coronaviruses and experimental infection of bats, the philippines"
"310",294,"bat coronaviruses and experimental infection of bats, the philippines","Watanabe et al.","Emerg Infect Dis",2010,4,0,0,"Scotphilus kuhlii","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"intestines","Philippines","N","Diliman","Site B","NA","NA","2008","","",NA,"","July","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","intestine","1","0","0","0",NA,NA,"Yes, for this study","PCR",1,"Scotophilus kuhlii","Scotophilus kuhlii","bat coronaviruses and experimental infection of bats, the philippines"
"311",295,"bat coronaviruses and experimental infection of bats, the philippines","Watanabe et al.","Emerg Infect Dis",2010,18,6,0.333333,"Cynopterus brachyotis","betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"intestines","Philippines","N","Diliman","Site C","NA","NA","2008","","",NA,"","July","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","intestine","1","0","0","0",NA,NA,"Yes, for this study","PCR",1,"Cynopterus brachyotis","Cynopterus brachyotis","bat coronaviruses and experimental infection of bats, the philippines"
"312",296,"bat coronaviruses and experimental infection of bats, the philippines","Watanabe et al.","Emerg Infect Dis",2010,1,0,0,"Ptenochirus jagori","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"intestines","Philippines","N","Diliman","Site C","NA","NA","2008","","",NA,"","July","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:08pm","intestine","1","0","0","0",NA,NA,"Yes, for this study","PCR",1,"Ptenochirus jagori","Ptenochirus jagori","bat coronaviruses and experimental infection of bats, the philippines"
"313",297,"bat coronaviruses and experimental infection of bats, the philippines","Watanabe et al.","Emerg Infect Dis",2010,1,1,1,"Rousettus amplexicaudatus","betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"intestines","Philippines","N","Diliman","Site C","NA","NA","2008","","",NA,"","July","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:08pm","intestine","1","0","0","0",NA,NA,"Yes, for this study","PCR",1,"Rousettus amplexicaudatus","Rousettus amplexicaudatus","bat coronaviruses and experimental infection of bats, the philippines"
"314",298,"bats are natural reservoirs of sars-like coronaviruses","Li et al.","Science",2005,84,1,0.011905,"Rousettus leschenaulti","betacoronavirus","Sarbecovirus","","","single","cross-sectional","antibody","ELISA","single","",NA,"serum","China","N"," Guangxi","Nanning","NA","NA","2004","","",NA,"","March","Spring",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","blood or serum","0","0","0","1",NA,NA,"No","ELISA",1,"Rousettus leschenaultii","Rousettus leschenaultii","bats are natural reservoirs of sars-like coronaviruses"
"315",299,"bats are natural reservoirs of sars-like coronaviruses","Li et al.","Science",2005,42,0,0,"Rousettus leschenaulti","betacoronavirus","Sarbecovirus","","","single","cross-sectional","antibody","ELISA","single","",NA,"serum","China","N","Guangdong","Maoming","NA","NA","2004","","",NA,"","March","Spring",NA,"","","","","VERENA Admin","4/12/2022 2:08pm","blood or serum","0","0","0","1",NA,NA,"No","ELISA",1,"Rousettus leschenaultii","Rousettus leschenaultii","bats are natural reservoirs of sars-like coronaviruses"
"316",300,"bats are natural reservoirs of sars-like coronaviruses","Li et al.","Science",2005,17,0,0,"Cynopterus sphinx","betacoronavirus","Sarbecovirus","","","single","cross-sectional","antibody","ELISA","single","",NA,"serum","China","N","Guangdong","Maoming","NA","NA","2004","","",NA,"","March","Spring",NA,"","","","","VERENA Admin","4/12/2022 2:08pm","blood or serum","0","0","0","1",NA,NA,"No","ELISA",1,"Cynopterus sphinx","Cynopterus sphinx","bats are natural reservoirs of sars-like coronaviruses"
"317",301,"bats are natural reservoirs of sars-like coronaviruses","Li et al.","Science",2005,4,0,0,"Rhinolophus ferrumequinum","betacoronavirus","Sarbecovirus","","","single","cross-sectional","antibody","ELISA","single","",NA,"serum","China","N","Hubei","Yichang","NA","NA","2004","","",NA,"","November","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","blood or serum","0","1","0","0",NA,NA,"No","ELISA",1,"Rhinolophus ferrumequinum","Rhinolophus ferrumequinum","bats are natural reservoirs of sars-like coronaviruses"
"318",302,"bats are natural reservoirs of sars-like coronaviruses","Li et al.","Science",2005,7,5,0.714286,"Rhinolophus macrotis","betacoronavirus","Sarbecovirus","","","single","cross-sectional","antibody","ELISA","single","",NA,"serum","China","N","Hubei","Yichang","NA","NA","2004","","",NA,"","November","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","blood or serum","0","1","0","0",NA,NA,"No","ELISA",1,"Rhinolophus macrotis","Rhinolophus macrotis","bats are natural reservoirs of sars-like coronaviruses"
"319",303,"bats are natural reservoirs of sars-like coronaviruses","Li et al.","Science",2005,1,0,0,"Nyctalus plancyi","betacoronavirus","Sarbecovirus","","","single","cross-sectional","antibody","ELISA","single","",NA,"serum","China","N","Hubei","Yichang","NA","NA","2004","","",NA,"","November","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","blood or serum","0","1","0","0",NA,NA,"No","ELISA",1,"Nyctalus plancyi","Nyctalus plancyi","bats are natural reservoirs of sars-like coronaviruses"
"320",304,"bats are natural reservoirs of sars-like coronaviruses","Li et al.","Science",2005,1,0,0,"Miniopterus schreibersi","betacoronavirus","Sarbecovirus","","","single","cross-sectional","antibody","ELISA","single","",NA,"serum","China","N","Hubei","Yichang","NA","NA","2004","","",NA,"","November","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","blood or serum","0","1","0","0",NA,NA,"No","ELISA",1,"Miniopterus schreibersii","Miniopterus schreibersii","bats are natural reservoirs of sars-like coronaviruses"
"321",305,"bats are natural reservoirs of sars-like coronaviruses","Li et al.","Science",2005,1,0,0,"Myotis altarium","betacoronavirus","Sarbecovirus","","","single","cross-sectional","antibody","ELISA","single","",NA,"serum","China","N","Hubei","Yichang","NA","NA","2004","","",NA,"","November","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","blood or serum","0","1","0","0",NA,NA,"No","ELISA",1,"Myotis altarium","Myotis altarium","bats are natural reservoirs of sars-like coronaviruses"
"322",306,"bats are natural reservoirs of sars-like coronaviruses","Li et al.","Science",2005,58,1,0.017241,"Rousettus leschenaulti","betacoronavirus","Sarbecovirus","","","single","cross-sectional","antibody","ELISA","single","",NA,"serum","China","N"," Guangxi","Nanning","NA","NA","2004","","",NA,"","December","Winter",NA,"","","","","VERENA Admin","4/12/2022 2:08pm","blood or serum","0","0","1","0",NA,NA,"No","ELISA",1,"Rousettus leschenaultii","Rousettus leschenaultii","bats are natural reservoirs of sars-like coronaviruses"
"323",307,"bats are natural reservoirs of sars-like coronaviruses","Li et al.","Science",2005,46,13,0.282609,"Rhinolophus pearsoni","betacoronavirus","Sarbecovirus","","","single","cross-sectional","antibody","ELISA","single","",NA,"serum","China","N"," Guangxi","Nanning","NA","NA","2004","","",NA,"","December","Winter",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","blood or serum","0","0","1","0",NA,NA,"No","ELISA",1,"Rhinolophus pearsonii","Rhinolophus pearsonii","bats are natural reservoirs of sars-like coronaviruses"
"324",308,"bats are natural reservoirs of sars-like coronaviruses","Li et al.","Science",2005,6,2,0.333333,"Rhinolophus pusillus","betacoronavirus","Sarbecovirus","","","single","cross-sectional","antibody","ELISA","single","",NA,"serum","China","N"," Guangxi","Nanning","NA","NA","2004","","",NA,"","December","Winter",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","blood or serum","0","0","1","0",NA,NA,"No","ELISA",1,"Rhinolophus pusillus","Rhinolophus pusillus","bats are natural reservoirs of sars-like coronaviruses"
"325",309,"bats are natural reservoirs of sars-like coronaviruses","Li et al.","Science",2005,110,0,0,"Rousettus leschenaulti","betacoronavirus","Sarbecovirus","","","single","cross-sectional","RNA","PCR","single","ORF SARS-Cov Tor2",NA,"faecal swab","China","N"," Guangxi","Nanning","NA","NA","2004","","",NA,"","March","Spring",NA,"","","","","VERENA Admin","4/12/2022 2:08pm","faecal, rectal, or anal","0","0","0","1",NA,NA,"No","PCR",1,"Rousettus leschenaultii","Rousettus leschenaultii","bats are natural reservoirs of sars-like coronaviruses"
"326",310,"bats are natural reservoirs of sars-like coronaviruses","Li et al.","Science",2005,45,0,0,"Rousettus leschenaulti","betacoronavirus","Sarbecovirus","","","single","cross-sectional","RNA","PCR","single","ORF SARS-Cov Tor2",NA,"faecal swab","China","N","Guangdong","Maoming","NA","NA","2004","","",NA,"","March","Spring",NA,"","","","","VERENA Admin","4/12/2022 2:08pm","faecal, rectal, or anal","0","0","0","1",NA,NA,"No","PCR",1,"Rousettus leschenaultii","Rousettus leschenaultii","bats are natural reservoirs of sars-like coronaviruses"
"327",311,"bats are natural reservoirs of sars-like coronaviruses","Li et al.","Science",2005,27,0,0,"Cynopterus sphinx","betacoronavirus","Sarbecovirus","","","single","cross-sectional","RNA","PCR","single","ORF SARS-Cov Tor2",NA,"faecal swab","China","N","Guangdong","Maoming","NA","NA","2004","","",NA,"","March","Spring",NA,"","","","","VERENA Admin","4/12/2022 2:08pm","faecal, rectal, or anal","0","0","0","1",NA,NA,"No","PCR",1,"Cynopterus sphinx","Cynopterus sphinx","bats are natural reservoirs of sars-like coronaviruses"
"328",312,"bats are natural reservoirs of sars-like coronaviruses","Li et al.","Science",2005,55,0,0,"Rousettus leschenaulti","betacoronavirus","Sarbecovirus","","","single","cross-sectional","RNA","PCR","single","ORF SARS-Cov Tor2",NA,"faecal swab","China","N","Guangxi","Nanning","NA","NA","2004","","",NA,"","July","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:08pm","faecal, rectal, or anal","1","0","0","0",NA,NA,"No","PCR",1,"Rousettus leschenaultii","Rousettus leschenaultii","bats are natural reservoirs of sars-like coronaviruses"
"329",313,"bats are natural reservoirs of sars-like coronaviruses","Li et al.","Science",2005,21,0,0,"Myotis ricketti","betacoronavirus","Sarbecovirus","","","single","cross-sectional","RNA","PCR","single","ORF SARS-Cov Tor2",NA,"faecal swab","China","N","Tianjin","","NA","NA","2004","","",NA,"","July","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:08pm","faecal, rectal, or anal","1","0","0","0",NA,NA,"No","PCR",1,"Myotis pilosus","Myotis pilosus","bats are natural reservoirs of sars-like coronaviruses"
"330",314,"bats are natural reservoirs of sars-like coronaviruses","Li et al.","Science",2005,15,0,0,"Rhinolophus pusillus","betacoronavirus","Sarbecovirus","","","single","cross-sectional","RNA","PCR","single","ORF SARS-Cov Tor2",NA,"faecal swab","China","N","Hubei","Yichang","NA","NA","2004","","",NA,"","November","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","0","1","0","0",NA,NA,"No","PCR",1,"Rhinolophus pusillus","Rhinolophus pusillus","bats are natural reservoirs of sars-like coronaviruses"
"331",315,"bats are natural reservoirs of sars-like coronaviruses","Li et al.","Science",2005,8,1,0.125,"Rhinolophus ferrumequinum","betacoronavirus","Sarbecovirus","","","single","cross-sectional","RNA","PCR","single","ORF SARS-Cov Tor2",NA,"faecal swab","China","N","Hubei","Yichang","NA","NA","2004","","",NA,"","November","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","0","1","0","0",NA,NA,"No","PCR",1,"Rhinolophus ferrumequinum","Rhinolophus ferrumequinum","bats are natural reservoirs of sars-like coronaviruses"
"332",316,"bats are natural reservoirs of sars-like coronaviruses","Li et al.","Science",2005,8,1,0.125,"Rhinolophus macrotis","betacoronavirus","Sarbecovirus","","","single","cross-sectional","RNA","PCR","single","ORF SARS-Cov Tor2",NA,"faecal swab","China","N","Hubei","Yichang","NA","NA","2004","","",NA,"","November","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","0","1","0","0",NA,NA,"No","PCR",1,"Rhinolophus macrotis","Rhinolophus macrotis","bats are natural reservoirs of sars-like coronaviruses"
"333",317,"bats are natural reservoirs of sars-like coronaviruses","Li et al.","Science",2005,1,0,0,"Nyctalus plancyi","betacoronavirus","Sarbecovirus","","","single","cross-sectional","RNA","PCR","single","ORF SARS-Cov Tor2",NA,"faecal swab","China","N","Hubei","Yichang","NA","NA","2004","","",NA,"","November","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","0","1","0","0",NA,NA,"No","PCR",1,"Nyctalus plancyi","Nyctalus plancyi","bats are natural reservoirs of sars-like coronaviruses"
"334",318,"bats are natural reservoirs of sars-like coronaviruses","Li et al.","Science",2005,1,0,0,"Miniopterus schreibersi","betacoronavirus","Sarbecovirus","","","single","cross-sectional","RNA","PCR","single","ORF SARS-Cov Tor2",NA,"faecal swab","China","N","Hubei","Yichang","NA","NA","2004","","",NA,"","November","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","0","1","0","0",NA,NA,"No","PCR",1,"Miniopterus schreibersii","Miniopterus schreibersii","bats are natural reservoirs of sars-like coronaviruses"
"335",319,"bats are natural reservoirs of sars-like coronaviruses","Li et al.","Science",2005,1,0,0,"Myotis altarium","betacoronavirus","Sarbecovirus","","","single","cross-sectional","RNA","PCR","single","ORF SARS-Cov Tor2",NA,"faecal swab","China","N","Hubei","Yichang","NA","NA","2004","","",NA,"","November","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:07pm","faecal, rectal, or anal","0","1","0","0",NA,NA,"No","PCR",1,"Myotis altarium","Myotis altarium","bats are natural reservoirs of sars-like coronaviruses"
"336",320,"bats are natural reservoirs of sars-like coronaviruses","Li et al.","Science",2005,30,3,0.1,"Rhinolophus pearsoni","betacoronavirus","Sarbecovirus","","","single","cross-sectional","RNA","PCR","single","ORF SARS-Cov Tor2",NA,"faecal swab","China","N","Guangxi","Nanning","NA","NA","2004","","",NA,"","December","Winter",NA,"","","","","VERENA Admin","4/12/2022 2:08pm","faecal, rectal, or anal","0","0","1","0",NA,NA,"No","PCR",1,"Rhinolophus pearsonii","Rhinolophus pearsonii","bats are natural reservoirs of sars-like coronaviruses"
