"","UniqueID","title","author..from.Imported.table.2.","journal..from.Imported.table.2.","year..from.Imported.table.2.","sample","positives","prevalence","bat_species","virus_genus","virus_genus_notes","virus_subgenus","virus_species","virus_strain","detection_type","study_type","detection_method","method_specific","single.multiple.PCR.method","gene_targets","Terminal.sampling.","tissue","country","country_hemisphere","state","site","longitude","latitude","sample_year","start_year","start_month","end_year","end_month","sample_season","sample_season_simplified","X..Sampling.Trips","Sex.Info.","Habitat.Disturbance.Info.","Coinfection.Info.","Flag","Entered.by","Last.modified","tissue_simplified","sample_simplified","summer","fall","winter","spring","latidudedecimal","longitudedecimal","gene_targets_simplified","euthanasia","euthanasia_simplified","method_specific_simplified","virus_genus_simplified","spec","species_for_reader"
"11",2190,"viral diversity of bat communities in human-dominated landscapes in mexico","Rico-Chávez et al.","Veterinaria México OA",2015,152,2,0.013158,"Artibeus jamaicensis","alphacoronavirus","","","","Mex Cov 5b","single","cross-sectional","RNA","RT-PCR","single","NA",NA,"rectal swab","Mexico","N","Campeche","Reserva de la Biósfera Calakmul","NA","NA","","","",NA,"","",NA,NA,"N","Y, Disturbed","Y, No co-infection","include rows for taxonomic/geographic patterns in yes/no sampled and yes/no positive but NOT in prevalence analyses because denominators correspond to region and not species","VERENA Admin","4/12/2022 2:02pm","faecal, rectal, or anal","swab",NA,NA,NA,NA,NA,NA,"NA","No","No","PCR","alphacoronavirus",1,"Artibeus jamaicensis"
"12",2191,"viral diversity of bat communities in human-dominated landscapes in mexico","Rico-Chávez et al.","Veterinaria México OA",2015,152,3,0.019737,"Artibeus lituratus","alphacoronavirus","","","","Mex Cov 5b","single","cross-sectional","RNA","RT-PCR","single","NA",NA,"rectal swab","Mexico","N","Campeche","Reserva de la Biósfera Calakmul","NA","NA","","","",NA,"","",NA,NA,"N","Y, Disturbed","Y, No co-infection","include rows for taxonomic/geographic patterns in yes/no sampled and yes/no positive but NOT in prevalence analyses because denominators correspond to region and not species","VERENA Admin","4/12/2022 2:02pm","faecal, rectal, or anal","swab",NA,NA,NA,NA,NA,NA,"NA","No","No","PCR","alphacoronavirus",1,"Artibeus lituratus"
"13",2192,"viral diversity of bat communities in human-dominated landscapes in mexico","Rico-Chávez et al.","Veterinaria México OA",2015,152,1,0.006579,"Artibeus lituratus","betacoronavirus","","","","Mex Cov 11b","single","cross-sectional","RNA","RT-PCR","single","NA",NA,"rectal swab","Mexico","N","Campeche","Reserva de la Biósfera Calakmul","NA","NA","","","",NA,"","",NA,NA,"N","Y, Disturbed","Y, No co-infection","include rows for taxonomic/geographic patterns in yes/no sampled and yes/no positive but NOT in prevalence analyses because denominators correspond to region and not species","VERENA Admin","4/12/2022 2:02pm","faecal, rectal, or anal","swab",NA,NA,NA,NA,NA,NA,"NA","No","No","PCR","betacoronavirus",1,"Artibeus lituratus"
"14",2193,"viral diversity of bat communities in human-dominated landscapes in mexico","Rico-Chávez et al.","Veterinaria México OA",2015,152,1,0.006579,"Artibeus phaeotis","betacoronavirus","","","","Mex Cov 11b","single","cross-sectional","RNA","RT-PCR","single","NA",NA,"rectal swab","Mexico","N","Campeche","Reserva de la Biósfera Calakmul","NA","NA","","","",NA,"","",NA,NA,"N","Y, Disturbed","Y, No co-infection","include rows for taxonomic/geographic patterns in yes/no sampled and yes/no positive but NOT in prevalence analyses because denominators correspond to region and not species","VERENA Admin","4/12/2022 2:02pm","faecal, rectal, or anal","swab",NA,NA,NA,NA,NA,NA,"NA","No","No","PCR","betacoronavirus",1,"Dermanura phaeotis"
"15",2195,"viral diversity of bat communities in human-dominated landscapes in mexico","Rico-Chávez et al.","Veterinaria México OA",2015,152,1,0.006579,"Pteronotus parnellii","betacoronavirus","","","","Mex Cov 10","single","cross-sectional","RNA","RT-PCR","single","NA",NA,"rectal swab","Mexico","N","Campeche","Reserva de la Biósfera Calakmul","NA","NA","","","",NA,"","",NA,NA,"N","Y, Disturbed","Y, No co-infection","include rows for taxonomic/geographic patterns in yes/no sampled and yes/no positive but NOT in prevalence analyses because denominators correspond to region and not species","VERENA Admin","4/12/2022 2:02pm","faecal, rectal, or anal","swab",NA,NA,NA,NA,NA,NA,"NA","No","No","PCR","betacoronavirus",1,"Pteronotus parnellii"
"16",2196,"viral diversity of bat communities in human-dominated landscapes in mexico","Rico-Chávez et al.","Veterinaria México OA",2015,65,1,0.015385,"Carollia perspicillata","alphacoronavirus","","","","Mex Cov 1","single","cross-sectional","RNA","RT-PCR","single","NA",NA,"rectal swab","Mexico","N","Campeche","Reserva de la Biósfera Calakmul","NA","NA","","","",NA,"","",NA,NA,"N","Y, Fragmented","Y, No co-infection","include rows for taxonomic/geographic patterns in yes/no sampled and yes/no positive but NOT in prevalence analyses because denominators correspond to region and not species","VERENA Admin","4/12/2022 2:02pm","faecal, rectal, or anal","swab",NA,NA,NA,NA,NA,NA,"NA","No","No","PCR","alphacoronavirus",1,"Carollia perspicillata"
"17",2197,"viral diversity of bat communities in human-dominated landscapes in mexico","Rico-Chávez et al.","Veterinaria México OA",2015,65,3,0.046154,"Carollia sowelli","alphacoronavirus","","","","Mex Cov 1 (1), Mex Cov 2 (1), Mex Cov 5b (1)","single","cross-sectional","RNA","RT-PCR","single","NA",NA,"rectal swab","Mexico","N","Campeche","Reserva de la Biósfera Calakmul","NA","NA","","","",NA,"","",NA,NA,"N","Y, Fragmented","Y, No co-infection","include rows for taxonomic/geographic patterns in yes/no sampled and yes/no positive but NOT in prevalence analyses because denominators correspond to region and not species","VERENA Admin","4/25/2022 8:36pm","faecal, rectal, or anal","swab",NA,NA,NA,NA,NA,NA,"NA","No","No","PCR","alphacoronavirus",1,"Carollia sowelli"
"18",2201,"viral diversity of bat communities in human-dominated landscapes in mexico","Rico-Chávez et al.","Veterinaria México OA",2015,65,1,0.015385,"Artibeus jamaicensis","alphacoronavirus","","","","Mex Cov 4","single","cross-sectional","RNA","RT-PCR","single","NA",NA,"rectal swab","Mexico","N","Campeche","Reserva de la Biósfera Calakmul","NA","NA","","","",NA,"","",NA,NA,"N","Y, Fragmented","Y, No co-infection","include rows for taxonomic/geographic patterns in yes/no sampled and yes/no positive but NOT in prevalence analyses because denominators correspond to region and not species","VERENA Admin","4/12/2022 2:02pm","faecal, rectal, or anal","swab",NA,NA,NA,NA,NA,NA,"NA","No","No","PCR","alphacoronavirus",1,"Artibeus jamaicensis"
"19",2203,"viral diversity of bat communities in human-dominated landscapes in mexico","Rico-Chávez et al.","Veterinaria México OA",2015,65,1,0.015385,"Nyctinomops laticaudatus","betacoronavirus","","","","Mex Cov 9","single","cross-sectional","RNA","RT-PCR","single","NA",NA,"rectal swab","Mexico","N","Campeche","Reserva de la Biósfera Calakmul","NA","NA","","","",NA,"","",NA,NA,"N","Y, Fragmented","Y, No co-infection","include rows for taxonomic/geographic patterns in yes/no sampled and yes/no positive but NOT in prevalence analyses because denominators correspond to region and not species","VERENA Admin","4/12/2022 2:02pm","faecal, rectal, or anal","swab",NA,NA,NA,NA,NA,NA,"NA","No","No","PCR","betacoronavirus",1,"Nyctinomops laticaudatus"
"20",2204,"viral diversity of bat communities in human-dominated landscapes in mexico","Rico-Chávez et al.","Veterinaria México OA",2015,102,1,0.009804,"Carollia perspicillata","alphacoronavirus","","","","Mex Cov 1","single","cross-sectional","RNA","RT-PCR","single","NA",NA,"rectal swab","Mexico","N","Campeche","Reserva de la Biósfera Calakmul","NA","NA","","","",NA,"","",NA,NA,"N","Y, Disturbed","Y, No co-infection","include rows for taxonomic/geographic patterns in yes/no sampled and yes/no positive but NOT in prevalence analyses because denominators correspond to region and not species","VERENA Admin","4/12/2022 2:02pm","faecal, rectal, or anal","swab",NA,NA,NA,NA,NA,NA,"NA","No","No","PCR","alphacoronavirus",1,"Carollia perspicillata"
"21",2205,"viral diversity of bat communities in human-dominated landscapes in mexico","Rico-Chávez et al.","Veterinaria México OA",2015,102,1,0.009804,"Carollia sowelli","alphacoronavirus","","","","Mex Cov 2","single","cross-sectional","RNA","RT-PCR","single","NA",NA,"rectal swab","Mexico","N","Campeche","Reserva de la Biósfera Calakmul","NA","NA","","","",NA,"","",NA,NA,"N","Y, Disturbed","Y, No co-infection","include rows for taxonomic/geographic patterns in yes/no sampled and yes/no positive but NOT in prevalence analyses because denominators correspond to region and not species","VERENA Admin","4/12/2022 2:02pm","faecal, rectal, or anal","swab",NA,NA,NA,NA,NA,NA,"NA","No","No","PCR","alphacoronavirus",1,"Carollia sowelli"
"22",2206,"viral diversity of bat communities in human-dominated landscapes in mexico","Rico-Chávez et al.","Veterinaria México OA",2015,102,1,0.009804,"Artibeus lituratus","betacoronavirus","","","","Mex Cov 11a","single","cross-sectional","RNA","RT-PCR","single","NA",NA,"rectal swab","Mexico","N","Campeche","Reserva de la Biósfera Calakmul","NA","NA","","","",NA,"","",NA,NA,"N","Y, Disturbed","Y, No co-infection","include rows for taxonomic/geographic patterns in yes/no sampled and yes/no positive but NOT in prevalence analyses because denominators correspond to region and not species","VERENA Admin","4/12/2022 2:02pm","faecal, rectal, or anal","swab",NA,NA,NA,NA,NA,NA,"NA","No","No","PCR","betacoronavirus",1,"Artibeus lituratus"
"23",2208,"viral diversity of bat communities in human-dominated landscapes in mexico","Rico-Chávez et al.","Veterinaria México OA",2015,10,1,0.1,"Myotis velifer","alphacoronavirus","","","","Mex Cov 7","single","cross-sectional","RNA","RT-PCR","single","NA",NA,"rectal swab","Mexico","N","Greater Mexico City","Distrito Federal, Metropolitan Area","NA","NA","","","",NA,"","",NA,NA,"N","Y, Fragmented","Y, No co-infection","include rows for taxonomic/geographic patterns in yes/no sampled and yes/no positive but NOT in prevalence analyses because denominators correspond to region and not species","VERENA Admin","4/12/2022 2:02pm","faecal, rectal, or anal","swab",NA,NA,NA,NA,NA,NA,"NA","No","No","PCR","alphacoronavirus",1,"Myotis velifer"
"24",2209,"viral diversity of bat communities in human-dominated landscapes in mexico","Rico-Chávez et al.","Veterinaria México OA",2015,49,2,0.040816,"Myotis velifer","alphacoronavirus","","","","Mex Cov 7","single","cross-sectional","RNA","RT-PCR","single","NA",NA,"rectal swab","Mexico","N","Greater Mexico City","Distrito Federal, Metropolitan Area","NA","NA","","","",NA,"","",NA,NA,"N","Y, Urban","Y, No co-infection","include rows for taxonomic/geographic patterns in yes/no sampled and yes/no positive but NOT in prevalence analyses because denominators correspond to region and not species","VERENA Admin","4/12/2022 2:02pm","faecal, rectal, or anal","swab",NA,NA,NA,NA,NA,NA,"NA","No","No","PCR","alphacoronavirus",1,"Myotis velifer"
"25",2210,"viral diversity of bat communities in human-dominated landscapes in mexico","Rico-Chávez et al.","Veterinaria México OA",2015,49,3,0.061224,"Tadarida brasiliensis","alphacoronavirus","","","","Mex Cov 8","single","cross-sectional","RNA","RT-PCR","single","NA",NA,"rectal swab","Mexico","N","Greater Mexico City","Distrito Federal, Metropolitan Area","NA","NA","","","",NA,"","",NA,NA,"N","Y, Urban","Y, No co-infection","include rows for taxonomic/geographic patterns in yes/no sampled and yes/no positive but NOT in prevalence analyses because denominators correspond to region and not species","VERENA Admin","4/12/2022 2:02pm","faecal, rectal, or anal","swab",NA,NA,NA,NA,NA,NA,"NA","No","No","PCR","alphacoronavirus",1,"Tadarida brasiliensis"
"26",2367,"genomic characterization of severe acute respiratory syndrome-related coronavirus in european bats and classification of coronaviruses based on partial rna-dependent rna polymerase gene sequences","Drexler et al.","J Virol",2010,38,14,0.368421,"Miniopterus schreibersii","alphacoronavirus","","","","HKU7 related","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Bulgaria","N","","Roman Horse Cave","27°12'31.3""E","42°5'30.7""N","2008","","",NA,"","April","Spring",NA,"Y","Y","N","do not use in analyses (no coinfection information though there is coinfection present, no genus-level estimate)","VERENA Admin","4/25/2022 9:50pm","faecal, rectal, or anal","faeces","0","0","0","1",42.0918611111111,27.2086944444444,"RdRp","No","No","PCR","alphacoronavirus",1,"Miniopterus schreibersii"
"27",2368,"genomic characterization of severe acute respiratory syndrome-related coronavirus in european bats and classification of coronaviruses based on partial rna-dependent rna polymerase gene sequences","Drexler et al.","J Virol",2010,38,14,0.368421,"Miniopterus schreibersii","alphacoronavirus","","","","HKU8 related","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Bulgaria","N","","Roman Horse Cave","27°12'31.3""E","42°5'30.7""N","2008","","",NA,"","April","Spring",NA,"Y","Y","N","do not use in analyses (no coinfection information though there is coinfection present, no genus-level estimate)","VERENA Admin","4/25/2022 9:50pm","faecal, rectal, or anal","faeces","0","0","0","1",42.0918611111111,27.2086944444444,"RdRp","No","No","PCR","alphacoronavirus",1,"Miniopterus schreibersii"
"28",2369,"genomic characterization of severe acute respiratory syndrome-related coronavirus in european bats and classification of coronaviruses based on partial rna-dependent rna polymerase gene sequences","Drexler et al.","J Virol",2010,38,18,0.473684,"Miniopterus schreibersii","alphacoronavirus","","","","BtCoV1A related","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Bulgaria","N","","Roman Horse Cave","27°12'31.3""E","42°5'30.7""N","2008","","",NA,"","April","Spring",NA,"Y","Y","N","do not use in analyses (no coinfection information though there is coinfection present, no genus-level estimate)","VERENA Admin","4/25/2022 9:50pm","faecal, rectal, or anal","faeces","0","0","0","1",42.0918611111111,27.2086944444444,"RdRp","No","No","PCR","alphacoronavirus",1,"Miniopterus schreibersii"
"29",1120,"longitudinal study of age-specific pattern of coronavirus infection in lyle's flying fox (pteropus lylei) in thailand","Wacharapluesadee et al.","Virol J",2018,44,11,0.25,"Pteropus lylei","genus not specified","unique IDs 1120-1122 and 2945-2956 include 4 alphacoronaviruses and 64 betacoronaviruses, but impossible to know from tables 1 & 2 which are which","","","","pooled","longitudinal","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"rectal swab","Thailand","N","Chonburi","S1 (house), Luang temple","101809054.9""E","13830018.9""N","2012","","January",NA,"December","","Year",NA,"Y, 220 male and 147 female","Y, two human dwellings, pig farm","Y, multiple strains of the same βCoV species","airtable double counts by including study table 1 (ID 1120-1122)+ table 2 (ID 2945-2956): study included in binary analyses but not prevalence estimates","VERENA Admin","4/26/2022 1:08pm","faecal, rectal, or anal","swab","1","1","1","1",13.830018,101.8090549,"RdRp","No","No","PCR","genus not specified",1,"Pteropus lylei"
"30",1121,"longitudinal study of age-specific pattern of coronavirus infection in lyle's flying fox (pteropus lylei) in thailand","Wacharapluesadee et al.","Virol J",2018,99,35,0.353535,"Pteropus lylei","genus not specified","unique IDs 1120-1122 and 2945-2956 include 4 alphacoronaviruses and 64 betacoronaviruses, but impossible to know from tables 1 & 2 which are which","","","","pooled","longitudinal","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"rectal swab","Thailand","N","Chonburi","S2 (pig farm), Luang temple","101809054.9""E","13830018.9""N","2012","","January",NA,"December","","Year",NA,"Y, 220 male and 147 female","Y, two human dwellings, pig farm","Y, multiple strains of the same βCoV species","airtable double counts by including study table 1 (ID 1120-1122)+ table 2 (ID 2945-2956): study included in binary analyses but not prevalence estimates","VERENA Admin","4/26/2022 1:08pm","faecal, rectal, or anal","swab","1","1","1","1",13.830018,101.8090549,"RdRp","No","No","PCR","genus not specified",1,"Pteropus lylei"
"31",1122,"longitudinal study of age-specific pattern of coronavirus infection in lyle's flying fox (pteropus lylei) in thailand","Wacharapluesadee et al.","Virol J",2018,224,22,0.098214,"Pteropus lylei","genus not specified","unique IDs 1120-1122 and 2945-2956 include 4 alphacoronaviruses and 64 betacoronaviruses, but impossible to know from tables 1 & 2 which are which","","","","pooled","longitudinal","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"rectal swab","Thailand","N","Chonburi","S3 (roost), Luang temple","101809054.9""E","13830018.9""N","2012","","January",NA,"December","","Year",NA,"Y, 220 male and 147 female","Y, two human dwellings, pig farm","Y, multiple strains of the same βCoV species","airtable double counts by including study table 1 (ID 1120-1122)+ table 2 (ID 2945-2956): study included in binary analyses but not prevalence estimates","VERENA Admin","4/26/2022 1:08pm","faecal, rectal, or anal","swab","1","1","1","1",13.830018,101.8090549,"RdRp","No","No","PCR","genus not specified",1,"Pteropus lylei"
"32",2945,"longitudinal study of age-specific pattern of coronavirus infection in lyle's flying fox (pteropus lylei) in thailand","Wacharapluesadee et al.","Virol J",2018,14,4,0.285714,"Pteropus lylei","genus not specified","unique IDs 1120-1122 and 2945-2956 include 4 alphacoronaviruses and 64 betacoronaviruses, but impossible to know from tables 1 & 2 which are which","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"rectal swab","Thailand","N","Chonburi","S1, S2, S3 (pooled)","NA","NA","2012","","",NA,"","January","Winter",NA,"","","","airtable double counts by including study table 1 (ID 1120-1122)+ table 2 (ID 2945-2956): study included in binary analyses but not prevalence estimates","VERENA Admin","4/26/2022 1:08pm","faecal, rectal, or anal","swab","0","0","1","0",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Pteropus lylei"
"33",2946,"longitudinal study of age-specific pattern of coronavirus infection in lyle's flying fox (pteropus lylei) in thailand","Wacharapluesadee et al.","Virol J",2018,14,0,0,"Pteropus lylei","genus not specified","unique IDs 1120-1122 and 2945-2956 include 4 alphacoronaviruses and 64 betacoronaviruses, but impossible to know from tables 1 & 2 which are which","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"rectal swab","Thailand","N","Chonburi","S1, S2, S3 (pooled)","NA","NA","2012","","",NA,"","February","Winter",NA,"","","","airtable double counts by including study table 1 (ID 1120-1122)+ table 2 (ID 2945-2956): study included in binary analyses but not prevalence estimates","VERENA Admin","4/26/2022 1:08pm","faecal, rectal, or anal","swab","0","0","1","0",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Pteropus lylei"
"34",2947,"longitudinal study of age-specific pattern of coronavirus infection in lyle's flying fox (pteropus lylei) in thailand","Wacharapluesadee et al.","Virol J",2018,20,0,0,"Pteropus lylei","genus not specified","unique IDs 1120-1122 and 2945-2956 include 4 alphacoronaviruses and 64 betacoronaviruses, but impossible to know from tables 1 & 2 which are which","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"rectal swab","Thailand","N","Chonburi","S1, S2, S3 (pooled)","NA","NA","2012","","",NA,"","March","Spring",NA,"","","","airtable double counts by including study table 1 (ID 1120-1122)+ table 2 (ID 2945-2956): study included in binary analyses but not prevalence estimates","VERENA Admin","4/26/2022 1:08pm","faecal, rectal, or anal","swab","0","0","0","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Pteropus lylei"
"35",2948,"longitudinal study of age-specific pattern of coronavirus infection in lyle's flying fox (pteropus lylei) in thailand","Wacharapluesadee et al.","Virol J",2018,46,2,0.043478,"Pteropus lylei","genus not specified","unique IDs 1120-1122 and 2945-2956 include 4 alphacoronaviruses and 64 betacoronaviruses, but impossible to know from tables 1 & 2 which are which","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"rectal swab","Thailand","N","Chonburi","S1, S2, S3 (pooled)","NA","NA","2012","","",NA,"","April","Spring",NA,"","","","airtable double counts by including study table 1 (ID 1120-1122)+ table 2 (ID 2945-2956): study included in binary analyses but not prevalence estimates","VERENA Admin","4/26/2022 1:08pm","faecal, rectal, or anal","swab","0","0","0","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Pteropus lylei"
"36",2949,"longitudinal study of age-specific pattern of coronavirus infection in lyle's flying fox (pteropus lylei) in thailand","Wacharapluesadee et al.","Virol J",2018,39,16,0.410256,"Pteropus lylei","genus not specified","unique IDs 1120-1122 and 2945-2956 include 4 alphacoronaviruses and 64 betacoronaviruses, but impossible to know from tables 1 & 2 which are which","","","","pooled","cross-sectional","RNA","hemi-nested RT-PCR","multiple","RdRp",NA,"rectal swab","Thailand","N","Chonburi","S1, S2, S3 (pooled)","NA","NA","2012","","",NA,"","May","Spring",NA,"","","","airtable double counts by including study table 1 (ID 1120-1122)+ table 2 (ID 2945-2956): study included in binary analyses but not prevalence estimates","VERENA Admin","4/26/2022 1:08pm","faecal, rectal, or anal","swab","0","0","0","1",NA,NA,"RdRp","No","No","PCR","genus not specified",1,"Pteropus lylei"
